! OMF,AAF,MIDI,WAV,MP3,AAC,Ogg,REX2,AIFF,FLAC,Others
Acoustica,,,,,,,,,,
Ardour,,,,,,,,,,
Audacity,,,,,,,,,,
AudioDesk,,,,,,,,,,
Audiotool,,,,Import,Export,,Export,,,
Audition,,,,,,,,,,
BIAS Peak,,,,,,,,,,
Bitwig Studio,,,,,,,,,,
Cakewalk by BandLab,,,,,,Import,,,,
Cubase,,,,,,,,,,
Diamond Cut ART,,,,,,,,,,
Digital Performer,,,,,,,,,,
Ecasound,,,,,,,,,,
FL Studio,,,,,,,,,Import,
GarageBand,,,,,,,,,,
Goldwave,,,,,,,,,,
Harrison Mixbus,,,,,,,,,,
! OMF,AAF,MIDI,WAV,MP3,AAC,Ogg,REX2,AIFF,FLAC,Others
Jokosher,,,,,,,,,,
Kristal,,,,,,,,,,
Live,,,,,,,,,,
LMMS,,,,,,,,,,
Logic Express/Studio,,,,,,,,,,
Mixcraft,,,,,,,,,,
mp3DirectCut,,,,,,,,,,
MuLab,,,,,,,,,,
MusE,,,,,,,,,,
N-Track,,,,,,,,,,
Nuendo,,,,,,,,,,
NU-Tech,,,,,,,,,,
Podium,,,,,,,,,,
Pro Tools,,,,,,Import,Import,,,
Qtractor,,,,,,,,,,
REAPER,,,,,,,,,,
Reason,,,,,Import,Import,,,,
Record,,,,,,,,,,
! OMF,AAF,MIDI,WAV,MP3,AAC,Ogg,REX2,AIFF,FLAC,Others
Renoise,,,,,,,,,,
RiffWorks,,,,Export,,,Export,,,
Rosegarden,,,,,,,,,,
Samplitude,,,,,,,,,,
Sound Forge,,,,,,,,,,
Soundbooth,,,,,,,,,,
Soundscape 32,,,,,,,,,,
SoX,,,,,External LAME,,,,,
SpectraLayers,,,,,,,,,,
Studio One,,,,,,,,,,
Sweep,,,,,,,,,,
Total Recorder,,,,,,,,,,
Tracktion,,,,,,,,,,
Traverso,,,,,,,,,,
WaveLab,,,Controllers,,,,,,,
WavePad,,,Import,,,,,,,
WaveSurfer,,,,,Import,,With plugin,,,
! OMF,AAF,MIDI,WAV,MP3,AAC,Ogg,REX2,AIFF,FLAC,Others
