,Trident,Tasman,Gecko,WebKit,KHTML,Presto,iCab
area,rowspan="2" 1.0[8],rowspan="2" ,rowspan="2" ,rowspan="2" ,rowspan="2" ,rowspan="2" ,rowspan="2" 
map,,,,,,,
