Parser,License,Implementation language(s),Latest date*,HTML parsing[1],HTML5-compliant parsing,Clean HTML**,Update HTML***
HTML Tidy,W3C license,ANSI C,2017-03-01[2],,,,
HtmlUnit,Apache License 2.0,Java,2019-08-24[4],,,,
libxml2 HTMLparser,MIT License,C,2017-11-02[5],,,,
Parser,License,Implementation language(s),Latest date*,HTML Parsing,HTML5-compliant Parsing,Clean HTML**,Update HTML***
