|,Product image attaching,Product rating,Product reviews,Quotes,Reordering,Returns,Searching,Search as user types,Search cloud,"Site map, viewable",Social bookmarking,Tell friends,Wish list
| Apache OFBiz,,,,,,,,,,,,,
| Batavi,,,,,,,,,,,,,
| BigCommerce,,3rd party,3rd party,,,,,,,,,,
| Drupal Commerce,,,,,,,,,,,,,
| KonaKart,,,,,,,,,,,,,
| nopCommerce,,,,,,,,,,,,,
| Magento,,,,,,,,,,,,,
| osCommerce,,,,,,,,Add-on,,,,,
| pimcore,,,,,,,,,,,,,
| PrestaShop,,,,,,,,,,,,,
| Shopify,,,,,,,,3rd party,3rd party,,,,
| SupaDupa,,,,,,,,,,,,,
| WooCommerce,,,,,,,,,,,,,
| Zen Cart,,,,,,Add-on[17],,3rd party[18],,,Add-on[19],,Add-on[20]
!Product image attaching,Product rating,Product reviews,Quotes,Reordering,Returns,Searching,Search as user types,Search cloud,"Site map, viewable",Social bookmarking,Tell friends,Wish list,
