YouTube Downloader,License,Integrated browser,Playlists (and channels),"Show lists, artist playlists and charts",Multi- threaded downloads,Resumable downloads,User-specified maximum download speed,Private videos,Embedded videos,Available as a browser extension,Extraction of original audio (served by YouTube),Download in high definition,Batch download
4KDownload[1],Freeware,,,,,,,,,,,,
ClipGrab[2],Open Source,,,,,,,,,,,,
Airy[3],Shareware,,,,,,,,,,,,
Free Studio[4][5][6],Freeware (Crippleware[7]),,,,,,,,,,,,
JDownloader[8],Open Source,,,,,,,,,,,,
Freemake Video Downloader[9],Freeware (Crippleware[7]),,,,,,,,,,,,
NewPipe[10],Open Source,,,,,,,,,,,,
youtube-dl[11],Open Source (Unlicense),,,,,,,,,,,,
