,,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
CSS2,!important,Weight increasing,7.0,12,1.0,85,,1.0
,/*Comment*/,Comments,3.0,12,1.0,85,,1.0
,@import,Import stylesheet,8.0,12,1.0,,,1.0
,@charset,Character set,5.5,12,1.0,,4.2.3,1.0
,@media,Media-specific rules,5.5,12,1.0,,,1.0
css- namespace-3,@namespace,Namespace declaration,9.0[3],12,1.0,,,1.0
earlier draft of css3- conditional,@document,Restriction by URLs,,,6.0,,,
css- animations-1,@keyframes,Animation key,10.0[4],12,16.0,,,2.12
css3- conditional,@supports,Conditional Rules,,12,22.0[5],28.0[6],,2.12
css-counter- styles-3,@counter-style,Custom Counter Styles,,,33.0[7],,,
css-device- adapt-1,@viewport,"Viewport, Device Adaptation",10.0[8],12.0,,,,2.7.62[10]
filter- effects-1,@filter,Filter,,,35.0,,,
Page,,,,,,,,
CSS2,@page,For paged media,8.0,12,19.0[11],Nightly Build[12],,1.0
css-page-3,@top-left-corner,Margin boxes[13],rowspan="16" ,rowspan="16" ,rowspan="16" ,rowspan="16" ,rowspan="16" ,rowspan="16" 
,@top-left,,,,,,,
,@top-center,,,,,,,
,@top-right,,,,,,,
,@top-right-corner,,,,,,,
,@bottom-left-corner,,,,,,,
,@bottom-left,,,,,,,
,@bottom-center,,,,,,,
,@bottom-right,,,,,,,
,@bottom-right-corner,,,,,,,
,@left-top,,,,,,,
,@left-middle,,,,,,,
,@left-bottom,,,,,,,
,@right-top,,,,,,,
,@right-middle,,,,,,,
,@right-bottom,,,,,,,
Font,,,,,,,,
css-fonts-3,@font-face,Define font,9.0[15],12,1.9.1,525,4.3,2.2
,@font-feature-values,Define font features,rowspan="2" ,rowspan="2" ,rowspan="7" 34.0,rowspan="2" ,rowspan="2" ,rowspan="2" 
,@annotation,Font feature value block,,,,,,
,@styleset,,,,,,,
,@swash,,,,,,,
,@ornaments,,,,,,,
,@stylistic,,,,,,,
,@character-variant,,,,,,,
,,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
