John McCain,,Barack Obama,
"In 2004, McCain voted against the Federal Marriage Amendment, arguing that each state should be able to choose whether to recognize same-sex marriages.[161][162] He supported the 2006 Arizona initiative to ban same-sex marriage.[163]",,,
