,,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
Numbers[165],,,,,,,,
CSS2,<number>,A floating-point number,rowspan="4" 3.0,rowspan="4" 12,rowspan="4" 1.0,rowspan="4" 85,rowspan="4" ,rowspan="4" 1.0
,<length>,<number> followed by units,,,,,,
,<percentage>,<number> followed by %,,,,,,
,<integer>,An integer,,,,,,
css-values-3,<angle>,<number> angle-unit,rowspan="2" 9.0[3],rowspan="2" 12,,Partial,Partial,Partial
,<time>,<number> time-unit,2.0[129],rowspan="2" ,rowspan="2" ,2.5,,
,<frequency>,<number> frequency-unit,rowspan="2" ,rowspan="2" ,rowspan="2" ,rowspan="2" ,,
,<fraction>,Remaining space,,,,,,
Strings,,,,,,,,
CSS2,<string>,String,3.0,rowspan="2" 12,rowspan="2" 1.0,rowspan="2" 85,rowspan="2" ,rowspan="2" 1.0
,\code,Unicode escapes,6.0,,,,,
Functions,,,,,,,,
CSS2,rect(),A rectangle,8.0,12,1.0,85,,1.0
,url(),Uniform Resource Identifier,3.0,rowspan="3" 12,rowspan="3" 1.0,rowspan="3" 85,rowspan="3" ,rowspan="3" 1.0
,counter(),,rowspan="2" 8.0,,,,,
,attr(),Attribute identifier,,,,,,
css-values-3,calc(),,9.0[3],12,16.0[166],,,
,toggle(),Toggling between values,,,,,,
css- grid-1 ?,repeat(),Repeat n times,,,rowspan="1" 32.0[169],,,
Colors,,,,,,,,
CSS2,HTML4 color keywords,16 predefined web colors,rowspan="2" 3.0,rowspan="4" 12,rowspan="4" 1.0,rowspan="4" 85,rowspan="4" ,rowspan="4" 1.0
,#rrggbb or #rgb,Hexadecimal notation,,,,,,
,"rgb(r, g, b)",RGB notation,4.0,,,,,
,system colors[170],28 predefined system colors,3.0,,,,,
css-color-3,SVG color keywords,,8.0,rowspan="6" 12,,,,
,currentColor,The value of the color property.,rowspan="4" 9.0[3],1.8,528,,2.1,
,"rgba(r, g, b, a)",RGBA notation,1.9,rowspan="4" 525,4.0,2.2,,
,"hsl(h, s, l)",HSL notation,1.5,3.5.5,2.1,,,
,"hsla(h, s, l, a)",HSLA notation,1.9,3.5.5,2.2,,,
,transparent,Full transparency,9.0,1.9,4.0,Partial,,
Image values,,,,,,,,
CSS2,<url>,Image types,3.0,12,1.0,85,,1.0
css- images-3,<sprite>,,rowspan="2" ,rowspan="2" ,,,rowspan="8" ,
,<image-list>,,,,,,,
,<linear-gradient>,,rowspan="6" 10.0[171],rowspan="6" 12,rowspan="6" 16.0,rowspan="6" ,rowspan="6" Experimental,
,<radial-gradient>,,,,,,,
,linear-gradient(),Color gradients,,,,,,
,radial-gradient(),,,,,,,
,repeating-linear-gradient(),,,,,,,
,repeating-radial-gradient(),,,,,,,
css- images-4,conic-gradient(),,rowspan="2" ,rowspan="2" ,rowspan="2" ,rowspan="2" ,rowspan="2" ,rowspan="2" 
,repeating-conic-gradient(),,,,,,,
,element(),Reproduce element,,,Experimental,,,
,cross-fade(),Transitioning between images,,,,,,
,image-set(),Resolution negotiation,,,,,,
Counter Styles[173],,,,,,,,
