Manager,iPod touch/iPhone Firmware up to 1.1.4,iPod touch/ iPhone FW 2.x,iPod touch/ iPhone FW 3.0,iPod touch/ iPhone FW 3.1,iPod touch/iPhone FW 4.0.2,iPod touch/iPhone FW 5.0.x
Amarok,,,,,","
Banshee,,,,,","
Clementine,",",",",,
EphPod,,,,,,
gtkpod,,,,,,
iRip,,,,,,"
iTunes,,,,,,
JRiver Media Center,,,,,,
MediaMonkey,,,,,,
Rhythmbox,,,,,,
Senuti,,,,,,
Winamp native,,,,,,
XPlay,,",",",","
Manager,iPod touch/iPhone Firmware up to 1.1.4,iPod touch/iPhone FW 2.x,iPod touch/iPhone FW 3.0,iPod touch/iPhone FW 3.1,iPod touch/iPhone FW 4.0.2,iPod touch/iPhone FW 5.0.x
