Company,Software,On-demand scan,On-access scan,Firewall,AntiSpam,Web protection,AntiTheft,Call/SMS Filtering,Backup,Parental Control,Support,License,Price,First release,Country of origin,Notes
Intego,VirusBarrier iOS,,,,,,,,,,,,,1997,United States,Discontinued
NortonLifelock (formerly Symantec),Norton Mobile Security,,,,,,,,,,,,,2011,United States,
Bitdefender,Bitdefender Mobile Security,,,,,,,,,,,,"Free, In-App Purchases for VPN",2018,Romania,
Seqrite,mSuite MDM,,,,,,,,,,,,,1994,India,
Company,Software,On-demand scan,On-access scan,Firewall,AntiSpam,Web protection,AntiTheft,Call/SMS Filtering,Backup,Parental Control,Support,License,Price,First release,Country of origin,Notes
