,Trident,EdgeHTML,Gecko,WebKit,Presto
<track>,6.0[214],12,,,
<a ping>,,,"1=The ping attribute is disabled by default, due to privacy concerns.[216][217]","1=The ping attribute is disabled by default, thus needs to be manually enabled by each port ",
