Desktop publishing software,PDF,EPS,SVG,TeX/LaTeX,HTML,Other
CorelDRAW,,,,,,"PSD, AI, SWF, WPD"
Fatpaint,,,,,,"JPG, PNG"
Flare,,,,,,"DOC, EPUB, HTML5"
FrameMaker,,,,,,"DOC, WPD"
InDesign,,,,,,"EPUB, SWF, XML, RTF"
InPage,,,,,,GIF
iStudio Publisher,,,,,,"EPUB, RTF"
LyX,,,,,,"PS, ODF"
Microsoft Publisher,,,,,,"JPG, PNG, TIFF"
OpenOffice.org,,,,,,RTF
PageMaker*,with Distiller,,,,,
PagePlus,,,,,,
Pages,,,,,,"EPUB, RTF"
QuarkXPress,,,,,,"EPUB, Kindle, iOS, HTML5"
Scribus,,,,,,List
The Print Shop,,,,,,
Ventura*,,,,,,"RTF, PSD, AI, WPD"
Desktop publishing software,PDF,EPS,SVG,TeX/LaTeX,HTML,Other
