Desktop publishing software,Windows,Mac OS (X),Linux,BSD,UNIX,Other
CorelDRAW,,supported versions<11,,,,
Fatpaint,,,,,,
Flare,,,,,,
FrameMaker,,supported versions<7,,,supported versions<8,
InDesign,,,,,,
InPage,,,,,,
iStudio Publisher,,,,,,
LyX,,,,,,OS/2
Microsoft Publisher,,,,,,
OpenOffice.org,,,,,,
PageMaker*,,,,,,
PagePlus,,,,,,
Pages,,,,,,
PageStream,,,,,,"AmigaOS, MorphOS"
QuarkXPress,,,,,,
"Ready,Set,Go!",,,,,,
Scribus,,,,,,"OS/2 Warp 4, ArcaOS, eComStation, OpenIndiana, Solaris, Haiku"
The Print Shop,,,,,,
Ventura*,,,,,,
Desktop publishing software,Windows,Mac OS (X),Linux,BSD,UNIX,Other
