Description,Spanish,,Portuguese,
,Spelling,Pronunciation,Spelling,Pronunciation
palatal "l",ll,? (~ ?)[137],lh,?
palatal "n",ñ,?,nh,"? (EP), j? (BP)"
palatal "y",y,?,i,j
