,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
Cascading and Inheritance,,,,,,,
CSS Cascading and Inheritance Level 3css- cascade-3dotted=no,all,,,27.0[44],,,
Display,,,,,,,
CSS2,display,8.0,12,1.9,85,,1.0
Earlier draft of CSS Display Module Level 3css- display-3dotted=no,display-inside,rowspan="4" ,rowspan="4" ,rowspan="4" ,rowspan="4" ,rowspan="4" ,rowspan="4" 
,display-outside,,,,,,
,display-list,,,,,,
CSS Display Module Level 3css- display-3dotted=no,box-suppress,,,,,,
Box Model[45],,,,,,,
CSS2,margin,9.0,rowspan="11" 12,1.0,85,,rowspan="10" 1.0
,padding,4.0,1.0,85,,,
,width,4.0,1.0,85,,,
,height,4.0,1.0,85,,,
,float,5.0,1.0,85,,,
,clear,5.0,1.0,85,,,
,min-width,7.0,1.0,Partial,,,
,max-width,7.0,1.0,Partial,,,
,min-height,7.0,1.7,Partial,3.3.2,,
,max-height,7.0,1.7,Partial,3.3.2,,
,visibility,9.0,1.8,Partial,Partial,2.5,
Overflow,,,,,,,
CSS2,overflow,9.0,12,1.0,85,3.2,1.0
CSS Overflow Module Level 3 css- overflow- 3dotted=no,overflow-x,rowspan="2" 9.0,rowspan="2" 12,rowspan="2" 1.8,rowspan="2" 525,rowspan="2" 3.5.6,rowspan="2" 2.1
,overflow-y,,,,,,
,max-lines,,,,,,
Borders,,,,,,,
CSS2,border,4.0,rowspan="8" 12,rowspan="8" 1.0,rowspan="8" 85,rowspan="8" ,rowspan="8" 1.0
,border-color,7.0,,,,,
,border-style,8.0,,,,,
,border-width,4.0,,,,,
,border-top,rowspan="4" 5.5,,,,,
,border-right,,,,,,
,border-bottom,,,,,,
,border-left,,,,,,
CSS Backgrounds and Borders Module Level 3 css- backgrounds-3dotted=no,border-radius,9.0[3],rowspan="8" 12,2.0[46],533[47],Experimental,2.5
,border-image,rowspan="6" 11.0,15.0[48],,rowspan="6" ,2.5,
,border-image-source,rowspan="5" 15.0[49],rowspan="5" ,rowspan="5" ,,,
,border-image-slice,,,,,,
,border-image-width,,,,,,
,border-image-outset,,,,,,
,border-image-repeat,,,,,,
,box-shadow,9.0[50],2.0[51] [52],,,2.5,
,box-decoration-break,,,32.0[54],,,2.7[56]
,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
Line Layout[57],,,,,,,
CSS2,line-height,4.0,rowspan="2" 12,1.0,85,,rowspan="2" 1.0
,vertical-align,8.0,1.0,85,,,
Positioning,,,,,,,
CSS2,position,7.0,rowspan="6" 12,1.0,85,,rowspan="6" 1.0
,top,8.0,1.0,85,,,
,right,8.0,1.0,85,,,
,bottom,8.0,1.0,85,,,
,left,8.0,1.0,85,,,
,z-index,8.0,1.9,85,,,
Box Alignment Module,,,,,,,
CSS Box Alignment Module Level 3 css-align-3dotted=no,,,,,,,
,align-content,rowspan="4" 11.0,rowspan="6" 12,28.0,rowspan="4" ,rowspan="6" ,rowspan="6" 
,align-items,rowspan="3" 20.0,,,,,
,align-self,,,,,,
,justify-content,,,,,,
,justify-items,rowspan="2" ,rowspan="2" ,rowspan="2" ,,,
,justify-self,,,,,,
Generated and Replaced Content[58],,,,,,,
CSS2,quotes,8.0,rowspan="4" 12,,412[59],3.4,1.0
,content,9.0[60],1.9,Partial,,2.7,
,counter-increment,8.0,1.8,525,3.4,rowspan="2" 1.0,
,counter-reset,8.0,1.8,525,3.4,,
Lists[61],,,,,,,
CSS2,list-style,4.0,rowspan="4" 12,1.0,85,,rowspan="4" 1.0
,list-style-image,4.0,1.0,85,,,
,list-style-position,4.0,1.0,85,,,
,list-style-type,8.0,1.0,85,3.4,,
Colors,,,,,,,
CSS2,color,3.0,12,1.0,85,,1.0
CSS Color Module Level 3 css-color-3dotted=no,opacity,9.0[3],12,1.7,125,4.0,2.0
,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
Backgrounds,,,,,,,
CSS2,background,4.0,rowspan="6" 12,rowspan="6" 1.0,rowspan="6" 85,rowspan="6" ,rowspan="6" 1.0
,background-attachment,7.0,,,,,
,background-color,4.0,,,,,
,background-image,8.0,,,,,
,background-position,8.0,,,,,
,background-repeat,4.0,,,,,
CSS Backgrounds and Borders Module Level 3 css- backgrounds-3dotted=no,background (multiple),rowspan="4" 9.0[3],rowspan="4" 12,1.9.2,312,3.5,rowspan="4" 2.5
,background-clip,rowspan="3" 2.0[62],rowspan="2" ,rowspan="3" Experimental,,,
,background-origin,,,,,,
,background-size,,,,,,
CSS Backgrounds and Borders Module Level 4Early ideas for css- backgrounds-4dotted=no,background-position-x,rowspan="2" 8.0[65],rowspan="2" 12,rowspan="2" ,rowspan="2" Experimental,rowspan="2" ,rowspan="2" 
,background-position-y,,,,,,
Fonts,,,,,,,
CSS2,font,4.0,rowspan="6" 12,1.0,85,,Incorrect
,font-family,4.0,1.0,85,,rowspan="4" 1.0,
,font-size,3.0,1.0,85,,,
,font-style,4.0,1.0,85,,,
,font-variant,4.0,1.0,125,,,
,font-weight,8.0,Partial,Partial,,Incorrect,
css-fonts-3|dotted=no,font-size-adjust,10.0[66],rowspan="3" 12,1.9,,,
,font-stretch,9.0[3],9.0[68],,,,
,font-feature-settings,10.0[70],rowspan="10" 34.0[71][72],,,,
,font-kerning,,rowspan="9" ,,,,
,font-language-override,,,,,,
,font-synthesis,,,,,,
,font-variant-alternates,rowspan="6" ,rowspan="6" ,rowspan="6" ,rowspan="6" ,,
,font-variant-caps,,,,,,
,font-variant-east-asian,,,,,,
,font-variant-ligatures,,,,,,
,font-variant-numeric,,,,,,
,font-variant-position,,,,,,
,unicode-range,9.0[74],12,38.0[75],,,
Text-section Text,,,,,,,
CSS2,text-align,4.0,rowspan="7" 12,1.0,85,,rowspan="6" 1.0
,text-decoration,,1.0,85,,,
,text-indent,3.0,1.0,85,,,
,text-transform,4.0,1.0,85,,,
,letter-spacing,4.0,1.0,85,,,
,word-spacing,8.0,1.0,85,,,
,white-space,8.0,1.9.1,522,,2.1,
CSS Text Level 3 css-text-3dotted=no,word-break,Partial,Partial,15.0[76],,,
,line-break,11.0,12,,,,
,hyphens,10.0[77],12,6.0[78],,,
,word-wrap,5.0,12,1.9.1,85,4.3,2.5
,overflow-wrap,,,,,,
,text-align-last,Partial,Partial,12.0[80],,,
,text-justify,5.5,12,,,,
,text-emphasis,,,,,,
,hanging-punctuation,,,,,,
CSS Text Level 4Early ideas for css- text-4dotted=no,hyphenate-character,,,rowspan="8" ,rowspan="8" ,rowspan="8" ,rowspan="8" 
,hyphenate-limit-zone,10.0[84],12,,,,
,hyphenate-limit-chars,10.0[85],12,,,,
,hyphenate-limit-lines,10.0[86],12,,,,
,hyphenate-limit-last,rowspan="4" ,rowspan="4" ,,,,
,text-space-collapse,,,,,,
,text-spacing,,,,,,
,text-wrap,,,,,,
Text Decoration,,,,,,,
CSS Text Decoration Module Level 3 css-text- decor-3dotted=no,text-shadow,10.0[87],12,1.9.1,,3.4,2.1
,text-decoration-style,,,rowspan="3" 36.0[88][89],rowspan="4" ,,
,text-decoration-color,,,,,,
,text-decoration-line,,,,,,
,text-decoration-skip,,,,,,
,text-underline-position,11.0,12,,,,
