Client,,Website,Initial Release,Current Stable Version,Mod Based On
eDonkey2000,,None[17],mf=yes20000906,1.4.6 (mf=yes2006),-
aMule,,[1],200309,,-
eMule,Official,[2],20020513,,-
,Osp,[3],20120129,0.23 (mf=yes20120402),Official 0.50a
,AnalyZZUL,[4],20080513,3.0 (mf=yes20090224),eMule 0.49c ZZUL
,beba,[5],20050603,2.72 (mf=yes20130708),Official 0.50a
,DreaMule,[6],mf=yes2005,v3.2 (mf=yes20080721),-
,Magic Angel,[7],20060221,4.0 (mf=yes20110213),eMule 0.50a MorphXT 12.6
,Mephisto,[8],mf=yes20071018,3.0 (mf=yes20110410),eMule 0.50a ScarAngel 4.0
,MorphXT,[9],mf=yes20030123,,Official 0.50a
,NeoMule,[10],mf=yes20040222,,Official 0.49b
,ScarAngel,[11],mf=yes20050402,4.2 (mf=yes20110622),eMule 0.50a Xtreme 8.1
,SharkX,[12],, article = eMule SharkX Mod  latest release version = 2.0  latest release date = 20110218[18] ,eMule 0.49c AcKroNiC 5.4
,Sivka,[13],, article = eMule Sivka Mod  latest release version = 19b1  latest release date = 20090122[19] ,Official 0.49b
,Spike2,[14],, article = eMule Spike2 Mod  latest release version = 1.2  latest release date = 20070919[20] ,Official 0.48a
,StulleMule,[15],mf=yes20050422,7.0 (mf=yes20101225),eMule 0.50a MorphXT 12.6
,Xtreme,[16],mf=yes2004,,Official 0.50a
,X-Ray,[17],mf=yes20061223,1.7 (mf=yes20090718),Official 0.49c
,ZZUL,[18],,20090222-2320 (mf=yes20090222),Official 0.49c
,ZZUL BastarD,[19],mf=yes20041128,1.9.10 (mf=yes20091109),eMule 0.49c ZZUL
eMule Plus,,[20],mf=yes200210,,Old official eMule + own code
iMule,,www.imule.i2p[21],mf=yes2003,,aMule
JMule,,[21],mf=yes20020921,,-
Jubster,,None[22],,,-
LMule,,[22],mf=yes200301,,-
Lphant,,None[23],mf=yes2006,,-
MLDonkey,,[23],mf=yes20030123,,-
Morpheus,,None[24],mf=yes2001,,-
Shareaza,,[24],mf=yes2002,,-
xMule,,[25],mf=yes200306,,-
Client,,Website,Initial Release,Current Stable Version,Mod Based On
