Country,Uncrewed rendezvous,,crewed rendezvous,
,Spacecraft involved,Year,Spacecraft involved,Year
,ETS-VII,1997,,
,Shenzhou 8 & Tiangong 1,2011,Shenzhou 9 & Tiangong 1,2012
,SPADEX,2020 (Planned),,
