Country,Highest payload capacity,,,,,
,LEO,,,GTO,,
,Launch Vehicle,Payload capacity,Active since,Launch Vehicle,Payload capacity,Active since
,CZ-5,25000kg,2016,CZ-5,14000kg,2016
,H-IIB,16500kg,2009,H-IIB,8000kg,2009
,GSLV MkIII,10000kg,2017,GSLV MkIII,4000kg,2017
,Shavit,800kg,1988,Not any yet,,
,Unha-3,200kg,2009,Not any yet,,
,Safir-1B,50kg,2008,Not any yet,,
