,,Trident,Tasman,Gecko,WebKit,KHTML,Presto
DOM1,name,rowspan="2" 6.0,?,rowspan="2" 1.0,rowspan="2" ,rowspan="2" ,rowspan="3" 1.0
,value,?,,,,,
,specified,Incorrect,Incorrect,1.9.1,Yes,Yes,
DOM2,ownerElement,9.0[3],?,1.0,,,1.0
DOM3,schemaTypeInfo,rowspan="2" ,rowspan="2" ,,rowspan="2" ,?,rowspan="2" 
,isId,1.9,,,,,
Interface Element,,,,,,,
DOM1,tagName,rowspan="2" 4.0,rowspan="9" ,rowspan="9" 1.0,rowspan="8" ,rowspan="8" ,rowspan="9" 1.0
,getElementsByTagName(),,,,,,
,getAttribute(),rowspan="3" 8.0,,,,,
,setAttribute(),,,,,,
,removeAttribute(),,,,,,
,getAttributeNode(),6.0,,,,,
,setAttributeNode(),rowspan="3" 9.0[3],,,,,
,removeAttributeNode(),,,,,,
,normalize(),,?,,,,
DOM2,getAttributeNS(),rowspan="8" 9.0[3],rowspan="5" ,rowspan="8" 1.0,rowspan="8" ,?,rowspan="8" 1.0
,setAttributeNS(),?,,,,,
,removeAttributeNS(),?,,,,,
,getAttributeNodeNS(),?,,,,,
,setAttributeNodeNS(),?,,,,,
,getElementsByTagNameNS(),,?,,,,
,hasAttribute(),rowspan="2" ,?,,,,
,hasAttributeNS(),?,,,,,
DOM3,schemaTypeInfo,rowspan="4" ,rowspan="4" ,rowspan="4" ,rowspan="4" ,?,rowspan="4" 
,setIdAttribute(),?,,,,,
,setIdAttributeNS(),?,,,,,
,setIdAttributeNode(),?,,,,,
Interface Text,,,,,,,
DOM1,splitText(),9.0[3],,1.0,,?,1.0
DOM3,isElementContentWhitespace,,rowspan="3" ,rowspan="3" 1.9.1,rowspan="3" ,?,
,wholeText,rowspan="2" 9.0[3],?,rowspan="2" 2.1,,,
,replaceWholeText(),?,,,,,
Interface Comment,,,,,,,
DOM1,(no properties),6.0,,1.0,,?,1.0
Interface TypeInfo,,,,,,,
DOM3,typeName,rowspan="3" ,rowspan="3" ,rowspan="3" ,rowspan="3" ,rowspan="3" ,rowspan="3" 
,typeNamespace,,,,,,
,isDerivedFrom(),,,,,,
Interface UserDataHandler,,,,,,,
DOM3,handle(),,,,,,
Interface DOMError,,,,,,,
DOM3,severity,rowspan="6" ,rowspan="6" ,rowspan="6" ,rowspan="6" ,rowspan="6" ,rowspan="5" 2.0
,message,,,,,,
,type,,,,,,
,location,,,,,,
,relatedData,,,,,,
,relatedException,,,,,,
Interface DOMErrorHandler,,,,,,,
DOM3,handleError(),,,,,,2.0
Interface DOMLocator,,,,,,,
DOM3,lineNumber,rowspan="6" ,rowspan="6" ,rowspan="6" ,rowspan="6" ,rowspan="6" ,rowspan="6" 2.0
,columnNumber,,,,,,
,byteOffset,,,,,,
,utf16Offset,,,,,,
,relatedNode,,,,,,
,uri,,,,,,
Interface DOMConfiguration,,,,,,,
DOM3,parameterNames,rowspan="4" ,rowspan="4" ,rowspan="4" ,rowspan="4" ,?,rowspan="4" 2.0
,setParameter(),?,,,,,
,getParameter(),?,,,,,
,canSetParameter(),?,,,,,
