,,Trident,Tasman,Gecko,WebKit,KHTML,Presto
Exception DOMException,,,,,,,
DOM1,code,5.0[1],?,1.0,?,?,1.0
Interface DOMStringList,,,,,,,
DOM3,length,rowspan="3" 6.0[2],rowspan="3" ,rowspan="3" 1.6,rowspan="3" ,?,rowspan="3" 2.0
,contains(),?,,,,,
,item(),?,,,,,
Interface NameList,,,,,,,
DOM3,length,rowspan="5" ,rowspan="5" ,rowspan="5" 1.6,rowspan="5" ,rowspan="5" ,rowspan="5" 
,getName(),,,,,,
,getNamespaceURI(),,,,,,
,contains(),,,,,,
,containsNS(),,,,,,
Interface DOMImplementationList,,,,,,,
DOM3,length,rowspan="2" ,rowspan="2" ,rowspan="2" ,rowspan="2" ,rowspan="2" ,rowspan="2" 
,item(),,,,,,
Interface DOMImplementationSource,,,,,,,
DOM3,getDOMImplementation(),rowspan="2" ,rowspan="2" ,rowspan="2" ,rowspan="2" ,rowspan="2" ,rowspan="2" 
,getDOMImplementationList(),,,,,,
Interface DOMImplementation,,,,,,,
DOM1,hasFeature(),6.0,?,rowspan="3" 1.0,rowspan="3" ,?,1.0
DOM2,createDocumentType(),rowspan="2" 9.0[3],rowspan="3" ,?,rowspan="2" 1.0,,
,createDocument(),?,,,,,
DOM3,getFeature(),,,,?,1.0,
Interface DocumentFragment,,,,,,,
DOM1,(no properties),6.0,,1.0,?,?,1.0
Interface Document,,,,,,,
DOM1,doctype,9.0,rowspan="7" ,,rowspan="12" ,?,rowspan="11" 1.0
,createElement(),4.0,rowspan="9" 1.0,?,,,
,createTextNode(),5.0,?,,,,
,createAttribute(),6.0,?,,,,
,documentElement,rowspan="2" 5.0,?,,,,
,getElementsByTagName(),?,,,,,
,implementation,rowspan="3" 6.0,?,,,,
,createDocumentFragment(),rowspan="3" ,?,,,,
,createComment(),?,,,,,
,createCDATASection(),rowspan="2" 9.0[3],?,,,,
,createProcessingInstruction(),?,1.7,?,,,
,createEntityReference(),,?,,?,,
DOM2,importNode(),rowspan="4" 9.0[3],rowspan="4" ,rowspan="5" 1.0,rowspan="5" ,?,rowspan="4" 1.0
,createElementNS(),?,,,,,
,createAttributeNS(),?,,,,,
,getElementsByTagNameNS(),?,,,,,
,getElementById(),8.0,,?,2.1,,
DOM3,adoptNode(),rowspan="5" 9.0[3],rowspan="10" ,rowspan="5" 1.7,,?,2.0
,inputEncoding,rowspan="9" ,?,rowspan="9" ,,,
,xmlEncoding,?,,,,,
,xmlStandalone,?,,,,,
,xmlVersion,?,,,,,
,domConfig,rowspan="5" ,,?,,,
,strictErrorChecking,rowspan="4" 1.7,?,,,,
,documentURI,?,,,,,
,normalizeDocument(),?,,,,,
,renameNode(),?,,,,,
Interface Node,,,,,,,
DOM1,nodeName,rowspan="15" 5.0,rowspan="17" ,rowspan="11" 1.0,rowspan="17" ,?,rowspan="17" 1.0
,nodeValue,?,,,,,
,nodeType,?,,,,,
,parentNode,?,,,,,
,childNodes,?,,,,,
,firstChild,?,,,,,
,lastChild,?,,,,,
,previousSibling,?,,,,,
,nextSibling,?,,,,,
,attributes,?,,,,,
,cloneNode(),?,,,,,
,insertBefore(),rowspan="4" Partial,?,,,,
,replaceChild(),?,,,,,
,removeChild(),?,,,,,
,appendChild(),?,,,,,
,ownerDocument,rowspan="2" 6.0,1.9,?,,,
,hasChildNodes(),1.0,?,,,,
DOM2,namespaceURI,rowspan="3" 5.0,rowspan="5" ,rowspan="5" 1.0,rowspan="5" ,?,rowspan="5" 1.0
,prefix,?,,,,,
,localName,?,,,,,
,isSupported(),rowspan="2" 9.0[3],?,,,,
,hasAttributes(),?,,,,,
DOM3,isSameNode(),9.0,rowspan="11" ,1.8,rowspan="11" ,?,rowspan="2" 2.1
,compareDocumentPosition(),9.0[3],rowspan="9" 1.7,4.2.4,,,
,baseURI,,?,,,,
,textContent,rowspan="4" 9.0[3],?,rowspan="5" 2.0,,,
,lookupPrefix(),?,,,,,
,isDefaultNamespace(),?,,,,,
,lookupNamespaceURI(),?,,,,,
,getFeature(),rowspan="3" ,?,,,,
,setUserData(),?,rowspan="2" ,,,,
,getUserData(),?,,,,,
,isEqualNode(),9.0[3],1.9,?,2.7,,
Interface NodeList,,,,,,,
DOM1,length,rowspan="2" 5.0,rowspan="2" ,rowspan="2" 1.0,rowspan="2" ,?,rowspan="2" 1.0
,item(),?,,,,,
Interface NamedNodeMap,,,,,,,
DOM1,length,rowspan="5" 5.0,rowspan="5" ,rowspan="5" 1.0,rowspan="5" ,?,rowspan="5" 1.0
,getNamedItem(),?,,,,,
,setNamedItem(),?,,,,,
,removeNamedItem(),?,,,,,
,item(),?,,,,,
DOM2,getNamedItemNS(),rowspan="3" 9.0[3],rowspan="3" ,rowspan="3" 1.0,rowspan="3" ,?,rowspan="3" 1.0
,setNamedItemNS(),?,,,,,
,removeNamedItemNS(),?,,,,,
Interface CharacterData,,,,,,,
DOM1,data,rowspan="7" 4.0,rowspan="7" ,rowspan="7" 1.0,rowspan="7" ,?,rowspan="7" 1.0
,length,?,,,,,
,substringData(),?,,,,,
,appendData(),?,,,,,
,insertData(),?,,,,,
,deleteData(),?,,,,,
,replaceData(),?,,,,,
Interface Attr,,,,,,,
