Program,Fullscreen,slideshow,zoom (styles),cache decoded images,thumbnails (sizes),thumbnail caching,navigation views,print,sort (schemes)
ACDSee,,,",",,,"directory-tree, albums, calendar, favourites, search results",,"
CDisplay,,,",,",,Thumbnails(of current folder images or archive),,
Comix,,,",,",,Thumbnails(of current folder images or archive),,
digiKam,,,",",,,",,"sort (schemes) --> 
Eye of gnome,,,",,"image collection pane, only one row",,Thumbnails(of current folder images),,
F-Spot,,,,,,,"list, file-tree",,
FastPictureViewer,,,",",",,",,"
FastStone Image Viewer,,,",,,,"dir-tree, back and forth navigation, bookmarks",,"
Geeqie,,,",",,,"list, dir-tree, collection",,"
gThumb,,",",,",,"list, icon, subfolders, categories, catalog",,"
Gwenview,,,",,,,",,"
IrfanView,,,",,,,"dir-tree, search results",,"
KPhotoAlbum,,,",,,,views search results,,by date
Phase One Media Pro,,,",,",,",,"
Picasa,,,",,,,"directory-tree, albums, timeline",,"
Shotwell,,,,,,,"Thumbs, Events (dates), tags",,"
Simple Comic,,,,,,,",,Only by ascending file name.
STDU Viewer,,,",,,,,,
Windows Photo Viewer,,,",,,,,,
XnView and XnViewMP,,,",",,,"dir-tree, favourites, categories",,"
xv,,,,,,,,,
Zoner Photo Studio,,,",",,,"dir-tree, albums, CD compilations, media archive, search results, web albums",","
Program,Fullscreen,slideshow,zoom (styles),cache decoded images,thumbnails (sizes),thumbnail caching,navigation views,print,sort (schemes)
