Other software,GUI,CLI,Other,Programming language,Based on
jDCbot,,,,Java,
Net::DirectConnect,,,,Perl,
FlowLib,,,,C#,
DC-hublink,,,,Visual Basic,
Hub-Link,,,,Visual Basic,
MyIrcDcLinks,,,,Delphi,
NetChatLink,,,,Delphi,
Kitty,,,,C#,
Other software,GUI,CLI,Other,Programming language,Based on
