Manager,Copy Music,Copy Videos,Copy Smart Playlists,Copy Album Artwork,Extract DRM-Free Music,Extract DRM-Free Videos,Extract Playcounts,Extract Playlists,Copy Content to iPod
Amarok,,,,,,,,,
Banshee,,,,,,,,,
Clementine,,,,,,,,,
EphPod,,,,,,,,,
gtkpod,,,,,,,,,
iRip,,,,,,,,,
iTunes,,,,,,,,,
JRiver Media Center,,,,,,,,,
MediaMonkey,,,,,,,,,
Rhythmbox,,,,,,,,,
Senuti,,,,,,,,,
Winamp native,,,,,,,,,
XPlay,,,,,,,,,
Manager,Copy Music,Copy Videos,Copy Smart Playlists,Copy Album Artwork,Extract DRM-Free Music,Extract DRM-Free Videos,Extract Playcounts,Extract Playlists,Copy Content to iPod
