,AIX,*BSD,HP-UX,Linux,OS X,Solaris,Windows,Others
Ansible,,,,,,,,
Bcfg2,,,,,,,,
CFEngine,,,,,,,,
cdist,,,,,,,,
Chef,,,,,,,,
ISconf,,,,,,,,
Juju,,,,,,,,
Local ConFiGuration system (LCFG),,,,,,,,
OCS Inventory NG,,,,,,,,
Open pc server integration (Opsi),,,,,,,,
PIKT,,,,,,,,
Puppet,,,,,,,,
Quattor,,,,,,,,
Radmind,,,,,,,,
Rex,,,,,,,,
Rudder,,,,,,,,
SmartFrog,,,,,,,,
Salt,,,,,,,,
Spacewalk/Uyuni,,,,,,,,
STAF,,,,,,,,
Synctool,,,,,,,,
,AIX,*BSD,HP-UX,Linux,OS X,Solaris,Windows,Others
