Model,CPU/APU PCIe Link,PCIe,,,SATA + SATA Express,USB 3.1 Gen2 + 3.1 Gen1 + 2.0,RAID,Overclocking,TDP (W),Chipset lithography,Features / notes,Part number
,,Chipset PCIe 2.0 Lanes,CrossFire,SLI,,,,,,,,
X399[24][23],4,8×,,,4 + 2,2 + 14 + 6," 0,1,10",,5 W[25],,,
