Model (codename),Release Date,Architecture & Fab,Transistors & Die Size,Core,,Fillrate[a][b][c],,Processing power[a][d] (GFLOPS),,,Memory,,,,TBP,Bus interface
,,,,Config[e],Clock[a] (MHz),Texture (GT/s),Pixel (GP/s),Half,Single,Double,Bus type & width,Size (GiB),Clock (MT/s),Bandwidth (GB/s),,
Radeon Instinct MI6 (Polaris 10) [410][411][412][413][414],December 2016,GCN 4th gen 14 nm,5.7×109 232 mm2,2304:144:32 36 CU,1120 1233,177.6,39.46,5800,5800,358,GDDR5 256-bit,16,7000,224,150 W,PCIe 3.0 x16
Radeon Instinct MI8 (Fiji XT) [410][411][412][415][416],,GCN 3rd gen 28 nm,8.9×109 596 mm2,4096:256:64 64 CU,1000,256.0,64.0,8200,8200,512,HBM 4096-bit,4,1000,512,175 W,
Radeon Instinct MI25 (Vega 10 XT)[410][411][412][417][418][419],,GCN 5th gen 14 nm,12.5×109 510 mm2,4096:256:64 64 CU,1400 1500,384,96.0,24600,12300,768,HBM2 2048-bit,16,1704,436.2,300 W,
"Radeon Instinct MI25 mxgpu (Prototype, June 2017)[420]",Unreleased,,2× 12.5×109 510 mm2,2× 4096:256:64 64 CU,1400 1500,2× 384,2× 96.0,2× 24600,2× 12300,2× 768,,2× 16,,2× 436.2,,
Radeon Instinct MI50 (Vega 20 GL)[421][422][423][424],November 2018,GCN 5th gen 7 nm,13.2×109 331 mm2,3840:240:- 60 CU,1450 1725,419.04,-,26500,13300,6600,HBM2 4096-bit,16 or 32[425],2000,1024,,PCIe 4.0 x16
Radeon Instinct MI60 (Vega 20 GL)[421][426][427],,,,4096:256:- 64 CU,1500 1800,460.8,-,29450,14725,7362.5,,32,,1024,,
Radeon Instinct MI100 (M100 XL)[428],"November 12, 2020",CDNA 1.0 7 nm,750 mm2 ?,7680:480:- 120 CU,1000 1502,,-,184600,23100,11500,,,2400,1228.8,,
